com_x, com_y, target_x, target_y, connectivity, cohesion, vel_mismatch, en_deviation
1.404105917759062550e+02,4.998423364242274403e+01,1.428000000000009493e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.499108836456081129e+01,1.781420527457319158e+00,1.134545538880339238e-01
1.424424085131968525e+02,4.998141486613228324e+01,1.456000000000009891e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.522098753278813454e+01,1.818382861806043360e+00,1.104152753599901005e-01
1.439288731183672496e+02,4.998112905496456904e+01,1.472000000000010118e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.521055888359008001e+01,2.022377887472101676e+00,1.114837787292208143e-01
1.455133261726141995e+02,4.998519385130057913e+01,1.484000000000010289e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.560969821586123629e+01,1.776640868709798760e+00,1.101308970126753661e-01
1.468184568109541317e+02,4.998473817583842305e+01,1.496000000000010459e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.489834857675397295e+01,1.575124022082923680e+00,1.077338512013869265e-01
1.485690886854347355e+02,4.999027158078803268e+01,1.504000000000010573e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.493440126444373028e+01,1.721594563434495573e+00,1.086038307883889636e-01
1.495851096078283433e+02,4.999332817422301645e+01,1.516000000000010743e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.509219575448289419e+01,2.158220698396840831e+00,1.103803302246086915e-01
1.513748366048578760e+02,5.000006148535553052e+01,1.524000000000010857e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.598721238965572411e+01,2.890194043843891780e+00,1.124134305338067713e-01
1.523509741785461244e+02,5.000068467153550955e+01,1.536000000000011028e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.566219895709983234e+01,2.804098822962794557e+00,1.120450523116106045e-01
1.540137740430520807e+02,4.998969900663742294e+01,1.552000000000011255e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.522673721769495359e+01,2.326553296784423353e+00,1.145381603143765387e-01
1.555240594345943634e+02,4.998575020964415927e+01,1.560000000000011369e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.508493951361687380e+01,2.268132773204167840e+00,1.179797805959715562e-01
1.570488374442413431e+02,4.998856843391293125e+01,1.580000000000011653e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.475105622855666532e+01,1.649973976178374935e+00,1.164147461024695462e-01
1.589580203954853630e+02,4.999045990276863449e+01,1.592000000000011823e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.473719545003304709e+01,1.727714268817553522e+00,1.161945226435693451e-01
1.592393473981702527e+02,4.998819726274002306e+01,1.608000000000012051e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.500387764192952922e+01,1.685596490219693599e+00,1.155169664674572938e-01
1.612811252117996901e+02,4.998084425852997725e+01,1.620000000000012221e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.526092271816749069e+01,1.299074861131133796e+00,1.124928158899080044e-01
1.623305014474475172e+02,4.997940935540904661e+01,1.632000000000012392e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.546997319154619177e+01,1.537154262545058714e+00,1.121202638766214815e-01
1.637476227805503868e+02,4.997387246560891327e+01,1.652000000000012676e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.604365552272764717e+01,1.423745832392506738e+00,1.135918240245381849e-01
1.650718750782396853e+02,4.997460167146036980e+01,1.660000000000012790e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.539815527212597779e+01,1.593367398277176550e+00,1.137596124542976511e-01
1.666268660647940578e+02,4.997658112079511739e+01,1.688000000000013188e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.507898259516121264e+01,2.039004382533267545e+00,1.135556536905330122e-01
1.685453362694559587e+02,4.998779611029949876e+01,1.712000000000013529e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.524203161220823510e+01,2.223313786815211746e+00,1.140164516956915786e-01
